queue_name,queue_slug,scenario_id,replication,seed,lambda_rate,mu_rate,rho,K,N,p_high,servers,service_distribution,sim_time,warmup_time,measured_time,arrivals_total,arrivals_high,arrivals_low,accepted_total,accepted_high,accepted_low,served_total,served_high,served_low,dropped_total,dropped_high,dropped_low,replaced_low,loss_probability_total,loss_probability_high,loss_probability_low,replacement_probability_low,throughput_total,throughput_high,throughput_low,server_utilization,mean_system_occupancy,mean_queue_occupancy,mean_waiting_time,mean_system_time,mean_service_time,p50_system_time,p95_system_time,p99_system_time,mean_waiting_time_high,mean_waiting_time_low,mean_system_time_high,mean_system_time_low,little_law_error_abs,little_law_error_rel,mean_residence_time_admitted,departed_admitted_total,admitted_departure_rate,little_law_error_admitted
Fila M/M/1/∞/∞/∞/FCFS,mm1_buffer_infinito_fcfs,base,0,5474026,200.0,250.0,0.8,,,0.3,1,exponential,1000.0,100.0,900.0,179446,53926,125520,179446,53926,125520,179442,53925,125517,0,0,0,0,0.0,0.0,0.0,0.0,199.38,59.916666666666664,139.46333333333334,0.7966439722034817,3.9277901547106078,3.1311461825071047,0.015704174080592746,0.01969971516452767,0.003995541083934789,0.013637535502567744,0.05918589479896919,0.09086808149496048,0.015724952346928115,0.01569524725783482,0.019734007351528526,0.01968498244956464,6.094520708144202e-05,1.551641118310516e-05,0.01969971516452767,179442,199.38,6.094520708144202e-05
Fila M/M/1/∞/∞/∞/FCFS,mm1_buffer_infinito_fcfs,base,1,5475026,200.0,250.0,0.8,,,0.3,1,exponential,1000.0,100.0,900.0,180267,54131,126136,180267,54131,126136,180265,54130,126135,0,0,0,0,0.0,0.0,0.0,0.0,200.29444444444445,60.144444444444446,140.15,0.7981716901896886,3.9327230481372335,3.134551357947574,0.015649647387589494,0.019634578310430972,0.003984930922841257,0.013716416589772962,0.05899825725839489,0.08808689004777066,0.015614910630920194,0.015664554436692076,0.019583661971312394,0.019656428720202877,2.6093548523231647e-05,6.634982480037863e-06,0.019634578310430972,180265,200.29444444444445,2.6093548523231647e-05
Fila M/M/1/∞/∞/∞/FCFS,mm1_buffer_infinito_fcfs,base,2,5476026,200.0,250.0,0.8,,,0.3,1,exponential,1000.0,100.0,900.0,179745,53863,125882,179745,53863,125882,179741,53860,125881,0,0,0,0,0.0,0.0,0.0,0.0,199.7122222222222,59.84444444444444,139.86777777777777,0.7994194775763516,3.9536236052631892,3.15420412768683,0.01579344828137095,0.019796131817563272,0.004002683536192253,0.013731665850968966,0.058963171253708424,0.09045303328051661,0.0159189930274335,0.015739732152463957,0.01990037248271288,0.01975153094670146,9.412857358936932e-05,2.3808177759780264e-05,0.019796131817563272,179741,199.7122222222222,9.412857358936932e-05
Fila M/M/1/∞/∞/∞/FCFS,mm1_buffer_infinito_fcfs,base,3,5477026,200.0,250.0,0.8,,,0.3,1,exponential,1000.0,100.0,900.0,180259,54115,126144,180259,54115,126144,180258,54115,126143,0,0,0,0,0.0,0.0,0.0,0.0,200.28666666666666,60.12777777777778,140.1588888888889,0.7999668625926699,4.012682711313207,3.212715848720572,0.016040587734516356,0.020034654172260528,0.00399406643774448,0.013779173712521242,0.06084128012675052,0.09328371353434563,0.016097510627621485,0.016016167969960582,0.020095316430157193,0.020008630230495844,8.609331720421665e-06,2.145530145243938e-06,0.020034654172260528,180258,200.28666666666666,8.609331720421665e-06
Fila M/M/1/∞/∞/∞/FCFS,mm1_buffer_infinito_fcfs,base,4,5478026,200.0,250.0,0.8,,,0.3,1,exponential,1000.0,100.0,900.0,179662,54040,125622,179662,54040,125622,179661,54040,125621,0,0,0,0,0.0,0.0,0.0,0.0,199.62333333333333,60.044444444444444,139.57888888888888,0.800912404238858,3.9919921798681117,3.191079775629331,0.015985504912398387,0.019997585855897802,0.004012080943499566,0.01401788918471425,0.059097449964554016,0.08791845773898782,0.016079313345383598,0.015945150133193104,0.020114060226301706,0.019947480579100226,7.43269427294635e-06,1.8619010103351237e-06,0.019997585855897802,179661,199.62333333333333,7.43269427294635e-06
Fila M/M/1/∞/∞/∞/FCFS,mm1_buffer_infinito_fcfs,base,5,5479026,200.0,250.0,0.8,,,0.3,1,exponential,1000.0,100.0,900.0,178681,53663,125018,178681,53663,125018,178680,53662,125018,0,0,0,0,0.0,0.0,0.0,0.0,198.53333333333333,59.62444444444444,138.9088888888889,0.7913192817302575,3.7303960166981227,2.9390767349678173,0.01480300968056789,0.01878860312449452,0.003985593443926016,0.012954489923004076,0.056201940344675426,0.08709290494073342,0.014861921160288314,0.014777722859272221,0.01884973770426366,0.018762362072648923,0.0002320097151442546,6.219439279522202e-05,0.01878860312449452,178680,198.53333333333333,0.0002320097151442546
Fila M/M/1/∞/∞/∞/FCFS,mm1_buffer_infinito_fcfs,base,6,5480026,200.0,250.0,0.8,,,0.3,1,exponential,1000.0,100.0,900.0,179870,54070,125800,179870,54070,125800,179861,54068,125793,0,0,0,0,0.0,0.0,0.0,0.0,199.84555555555556,60.07555555555555,139.77,0.8014792206523846,4.016872720266308,3.215393499614016,0.0160886025480511,0.020099088512570015,0.004010485964519416,0.014074587066829736,0.059932883567739736,0.0891660941952807,0.016140536407213853,0.016066280480072834,0.020161522607361013,0.02007225326230108,0.0001592103114687049,3.9635388660796224e-05,0.020099088512570015,179861,199.84555555555556,0.0001592103114687049
Fila M/M/1/∞/∞/∞/FCFS,mm1_buffer_infinito_fcfs,base,7,5481026,200.0,250.0,0.8,,,0.3,1,exponential,1000.0,100.0,900.0,179614,53937,125677,179614,53937,125677,179599,53933,125666,0,0,0,0,0.0,0.0,0.0,0.0,199.55444444444444,59.925555555555555,139.6288888888889,0.8000867307167628,4.020082750586317,3.219996019869547,0.016132454310160443,0.020141812489806517,0.0040093581796463145,0.013914261566782216,0.06107207368422679,0.09282960407850456,0.016059784231343743,0.016163642661510866,0.020055765572153845,0.02017874187730864,0.0006945490788057285,0.0001727698462685701,0.020141812489806517,179599,199.55444444444444,0.0006945490788057285
Fila M/M/1/∞/∞/∞/FCFS,mm1_buffer_infinito_fcfs,base,8,5482026,200.0,250.0,0.8,,,0.3,1,exponential,1000.0,100.0,900.0,179947,53914,126033,179947,53914,126033,179944,53913,126031,0,0,0,0,0.0,0.0,0.0,0.0,199.93777777777777,59.903333333333336,140.03444444444443,0.8013965708378985,4.100069239059467,3.2986726682214935,0.01649833033110526,0.020506541147027744,0.004008210815922044,0.014098816869108077,0.06227880189486827,0.09376081476612522,0.016451417886075997,0.016518398335397207,0.020459462256505356,0.02052668035265765,3.697221417819918e-05,9.017460931142813e-06,0.020506541147027744,179944,199.93777777777777,3.697221417819918e-05
Fila M/M/1/∞/∞/∞/FCFS,mm1_buffer_infinito_fcfs,base,9,5483026,200.0,250.0,0.8,,,0.3,1,exponential,1000.0,100.0,900.0,180364,54054,126310,180364,54054,126310,180363,54054,126309,0,0,0,0,0.0,0.0,0.0,0.0,200.40333333333334,60.06,140.34333333333333,0.8013072658918907,4.0575503022278605,3.2562430363360626,0.016248216421274043,0.02024656341281705,0.003998346991542907,0.014034007407190074,0.0607414912605634,0.09374626709262375,0.016280301203010463,0.01623448572281222,0.020300858045367805,0.020223327997542624,7.150575461434272e-05,1.762288802065655e-05,0.02024656341281705,180363,200.40333333333334,7.150575461434272e-05
