queue_name,queue_slug,scenario_id,replication,seed,lambda_rate,mu_rate,rho,K,N,p_high,servers,service_distribution,sim_time,warmup_time,measured_time,arrivals_total,arrivals_high,arrivals_low,accepted_total,accepted_high,accepted_low,served_total,served_high,served_low,dropped_total,dropped_high,dropped_low,replaced_low,loss_probability_total,loss_probability_high,loss_probability_low,replacement_probability_low,throughput_total,throughput_high,throughput_low,server_utilization,mean_system_occupancy,mean_queue_occupancy,mean_waiting_time,mean_system_time,mean_service_time,p50_system_time,p95_system_time,p99_system_time,mean_waiting_time_high,mean_waiting_time_low,mean_system_time_high,mean_system_time_low,little_law_error_abs,little_law_error_rel,mean_residence_time_admitted,departed_admitted_total,admitted_departure_rate,little_law_error_admitted
Fila M/M/1 com Buffer Inteligente e Descarte Seletivo,mm1_buffer_inteligente_descarte_seletivo,base,0,5474061,200.0,250.0,0.8,5,6,0.3,1,exponential,1000.0,100.0,900.0,180070,54149,125921,171814,54077,117737,168410,54077,114333,11660,72,11588,3404,0.064752596212584,0.0013296644444034055,0.09202595277991757,0.027032822166278857,187.12222222222223,60.08555555555556,127.03666666666666,0.7446800490865428,2.122680093037801,1.3780000439512685,0.007029977491893148,0.011009622668414073,0.003979645176520934,0.008940329858006635,0.028418643668994974,0.03890336937657425,0.007316378631914777,0.006894516037641521,0.011313526964714412,0.010865882605343559,0.06253503349600731,0.029460413606890917,0.011119071110235551,171814,190.90444444444444,1.1102230246251565e-14
Fila M/M/1 com Buffer Inteligente e Descarte Seletivo,mm1_buffer_inteligente_descarte_seletivo,base,1,5475061,200.0,250.0,0.8,5,6,0.3,1,exponential,1000.0,100.0,900.0,178978,53290,125688,171003,53203,117800,167614,53202,114412,11363,87,11276,3388,0.06348824995250812,0.0016325764683805591,0.0897142129718032,0.026955636178473682,186.23777777777778,59.11333333333334,127.12444444444445,0.7448829145759296,2.1178945286365,1.3730116140605813,0.007042766202980835,0.011042397306502538,0.0039996311035218925,0.008925658489886246,0.02859519881793915,0.03929956767132012,0.007422708123648003,0.006866091815125166,0.011421283249999912,0.010866213951907552,0.06138299293414873,0.02898302635196243,0.011146664782071505,171002,190.00222222222223,3.4496767313818566e-06
Fila M/M/1 com Buffer Inteligente e Descarte Seletivo,mm1_buffer_inteligente_descarte_seletivo,base,2,5476061,200.0,250.0,0.8,5,6,0.3,1,exponential,1000.0,100.0,900.0,179576,53908,125668,171089,53838,117251,167626,53836,113790,11946,70,11876,3459,0.0665233661513788,0.001298508570156563,0.09450297609574435,0.027524906897539548,186.2511111111111,59.81777777777778,126.43333333333334,0.7473222161240991,2.144201469374182,1.396879253250085,0.007148849354899885,0.01116123335187673,0.004012383996976813,0.00902455339445396,0.02883611014726739,0.03951669537806879,0.007464114404540142,0.0069996920545004945,0.011469995132707765,0.011015152859453448,0.06540935621675015,0.030505228706815907,0.011279199261683276,171085,190.09444444444443,8.835194631195975e-05
Fila M/M/1 com Buffer Inteligente e Descarte Seletivo,mm1_buffer_inteligente_descarte_seletivo,base,3,5477061,200.0,250.0,0.8,5,6,0.3,1,exponential,1000.0,100.0,900.0,180391,54015,126376,171729,53954,117775,168166,53954,114212,12223,61,12162,3561,0.06775836931997715,0.0011293159307599742,0.09623662720769767,0.0281778185731468,186.85111111111112,59.94888888888889,126.90222222222222,0.7489183262238909,2.1601548195580653,1.4112364933341945,0.007195978561682487,0.011203961447310931,0.004007982885628631,0.009090129496996724,0.028951533824312037,0.039518776186395155,0.007535685613695195,0.0070355002031537665,0.011534070440314476,0.011048017232968286,0.06668217428196499,0.030869164412765167,0.011320746109112437,171727,190.80777777777777,6.841169189719665e-05
Fila M/M/1 com Buffer Inteligente e Descarte Seletivo,mm1_buffer_inteligente_descarte_seletivo,base,4,5478061,200.0,250.0,0.8,5,6,0.3,1,exponential,1000.0,100.0,900.0,179825,53957,125868,171113,53894,117219,167446,53894,113552,12379,63,12316,3667,0.0688391491728069,0.0011675964193709806,0.09784853974004512,0.02913369561763117,186.0511111111111,59.882222222222225,126.16888888888889,0.7452790862037014,2.150875170020448,1.4055960838167736,0.0071860958223049515,0.011191733359414154,0.004005637537109319,0.008992255117561854,0.0290820216648342,0.03927206164069604,0.007521621086983329,0.007026848969633289,0.011517479681194837,0.011037127784294287,0.06864074324215652,0.031912936742630196,0.01131256141216784,171113,190.12555555555556,6.814677569710881e-05
Fila M/M/1 com Buffer Inteligente e Descarte Seletivo,mm1_buffer_inteligente_descarte_seletivo,base,5,5479061,200.0,250.0,0.8,5,6,0.3,1,exponential,1000.0,100.0,900.0,179534,53953,125581,171024,53865,117159,167482,53864,113618,12050,88,11962,3540,0.06711820602225763,0.001631049246566456,0.09525326283434596,0.02818897763196662,186.0911111111111,59.84888888888889,126.24222222222222,0.7438180993810075,2.1294997605014223,1.3856816611204263,0.0070952378717275616,0.01109220436691202,0.003996966495184498,0.008957092964102742,0.028850791405723424,0.03962317925612922,0.007460928590950572,0.006921871284565051,0.011494048762752805,0.010901698051560847,0.06533912519124607,0.030682851627022962,0.011206166834958843,171022,190.02444444444444,5.4133336609751836e-05
Fila M/M/1 com Buffer Inteligente e Descarte Seletivo,mm1_buffer_inteligente_descarte_seletivo,base,6,5480061,200.0,250.0,0.8,5,6,0.3,1,exponential,1000.0,100.0,900.0,179894,54166,125728,171306,54074,117232,167770,54072,113698,12120,92,12028,3532,0.06737300854947914,0.0016984824428608353,0.09566683634512599,0.028092389921099515,186.4111111111111,60.08,126.33111111111111,0.7483050726775123,2.155080248589544,1.406775175912065,0.007192828023793486,0.011206999489595986,0.004014171465802845,0.00902068059639305,0.029100965586832193,0.03978027820891497,0.007549141360982552,0.007023374077651081,0.011558736267423764,0.0110397220436366,0.0659710215123015,0.03061186308745495,0.011322308326372365,171302,190.33555555555554,4.240311816783304e-05
Fila M/M/1 com Buffer Inteligente e Descarte Seletivo,mm1_buffer_inteligente_descarte_seletivo,base,7,5481061,200.0,250.0,0.8,5,6,0.3,1,exponential,1000.0,100.0,900.0,179824,53572,126252,171512,53517,117995,168061,53517,114544,11763,55,11708,3451,0.06541396031675416,0.0010266557156723662,0.09273516459145202,0.027334220447992903,186.73444444444445,59.46333333333333,127.27111111111111,0.7466094778604678,2.133719989737569,1.3871105118770652,0.007082147197418945,0.011080272905386322,0.003998125707967675,0.008976360602787281,0.028617537510172042,0.03897421616120482,0.007373749447085763,0.006945905424864935,0.011366235034268313,0.010946666297870104,0.06465138445742369,0.030299844763311847,0.011196352062647453,171512,190.5688888888889,4.3617550024688256e-05
Fila M/M/1 com Buffer Inteligente e Descarte Seletivo,mm1_buffer_inteligente_descarte_seletivo,base,8,5482061,200.0,250.0,0.8,5,6,0.3,1,exponential,1000.0,100.0,900.0,179877,54039,125838,171404,53961,117443,167776,53959,113817,12095,78,12017,3622,0.06724039204567565,0.0014434019874535059,0.09549579618239323,0.0287830385098301,186.4177777777778,59.95444444444445,126.46333333333334,0.7467909465392988,2.152897886929142,1.4061069403897901,0.0071786178427601975,0.011184595310536644,0.004005977467776155,0.009031973288870176,0.0288855217628452,0.0391472321720272,0.0075127018215814705,0.007020233441368467,0.011513905382958222,0.011028474149393704,0.0678904837951464,0.03153446533963776,0.011304072901982177,171398,190.44222222222223,0.000125123313651887
Fila M/M/1 com Buffer Inteligente e Descarte Seletivo,mm1_buffer_inteligente_descarte_seletivo,base,9,5483061,200.0,250.0,0.8,5,6,0.3,1,exponential,1000.0,100.0,900.0,180033,53505,126528,171641,53433,118208,168204,53431,114773,11827,72,11755,3435,0.06569351174506896,0.001345668629100084,0.09290433737986849,0.027148141122913506,186.89333333333335,59.367777777777775,127.52555555555556,0.7500161564105166,2.157363701465487,1.407347545054955,0.007187340242760661,0.011200402586083848,0.004013062343323097,0.009069524095963288,0.028854172352544085,0.039392624892500415,0.00750300282728654,0.007040387844951135,0.011513800902749158,0.011054504287200352,0.06408312747698952,0.029704369009944012,0.01131217623880163,171639,190.71,1.85709636282283e-05
